TIME ms, IN1, OUT1
1.528, -0.001537, -1.959314
1.523, 0.120533, -1.95033
1.519, 0.218189, -1.940163
1.514, 0.144947, -1.928821
1.509, 0.169361, -1.916311
1.504, 0.218189, -1.90264
1.499, 0.267017, -1.887815
1.494, 0.267017, -1.871847
1.489, 0.267017, -1.854745
1.484, 0.267017, -1.836518
1.479, 0.242603, -1.817178
1.475, 0.315845, -1.796738
1.47, 0.315845, -1.775208
1.465, 0.291431, -1.752602
1.46, 0.315845, -1.728933
1.455, 0.389088, -1.704216
1.45, 0.315845, -1.678466
1.445, 0.389088, -1.651698
1.44, 0.46233, -1.623929
1.436, 0.46233, -1.595174
1.431, 0.340259, -1.565452
1.426, 0.437916, -1.53478
1.421, 0.340259, -1.503177
1.416, 0.364674, -1.470661
1.411, 0.364674, -1.437253
1.406, 0.389088, -1.402972
1.401, 0.389088, -1.36784
1.396, 0.535572, -1.331877
1.392, 0.389088, -1.295105
1.387, 0.46233, -1.257545
1.382, 0.389088, -1.219222
1.377, 0.559986, -1.180157
1.372, 0.486744, -1.140375
1.367, 0.511158, -1.099899
1.362, 0.486744, -1.058754
1.357, 0.437916, -1.016964
1.353, -0.050366, -0.974555
1.348, 0.267017, -0.931552
1.343, 0.096119, -0.887982
1.338, -0.489819, -0.843869
1.333, 0.071705, -0.799241
1.328, 0.364674, -0.754126
1.323, 0.535572, -0.708549
1.318, 0.633228, -0.662539
1.313, 0.608814, -0.616122
1.309, 0.559986, -0.569328
1.304, 0.559986, -0.522184
1.299, 0.535572, -0.474719
1.294, 0.633228, -0.426961
1.289, 0.608814, -0.378939
1.284, 0.608814, -0.330683
1.279, 0.608814, -0.28222
1.274, 0.633228, -0.23358
1.27, 0.5844, -0.184793
1.265, 0.657642, -0.135888
1.26, 0.633228, -0.086894
1.255, 0.608814, -0.037841
1.25, 0.633228, 0.011241
1.245, 0.730884, 0.060324
1.24, 0.682056, 0.109377
1.235, 0.682056, 0.15837
1.23, 0.657642, 0.207275
1.226, 0.70647, 0.256063
1.221, 0.657642, 0.304702
1.216, 0.682056, 0.353165
1.211, 0.682056, 0.401422
1.206, 0.779713, 0.449444
1.201, 0.730884, 0.497202
1.196, 0.70647, 0.544667
1.191, 0.70647, 0.591811
1.187, 0.755299, 0.638605
1.182, 0.730884, 0.685021
1.177, 0.657642, 0.731031
1.172, 0.730884, 0.776608
1.167, 0.70647, 0.821724
1.162, 0.730884, 0.866351
1.157, 0.70647, 0.910464
1.152, 0.730884, 0.954035
1.147, 0.730884, 0.997038
1.143, 0.779713, 1.039447
1.138, 0.682056, 1.081236
1.133, 0.730884, 1.122382
1.128, 0.755299, 1.162858
1.123, 0.755299, 1.20264
1.118, 0.70647, 1.241704
1.113, 0.682056, 1.280028
1.108, 0.657642, 1.317587
1.104, 0.730884, 1.354359
1.099, 0.682056, 1.390322
1.094, 0.70647, 1.425455
1.089, 0.5844, 1.459735
1.084, 0.559986, 1.493143
1.079, 0.486744, 1.525659
1.074, 0.633228, 1.557262
1.069, 0.46233, 1.587934
1.064, 0.437916, 1.617656
1.06, 0.340259, 1.646411
1.055, 0.486744, 1.67418
1.05, 0.511158, 1.700948
1.045, 0.437916, 1.726698
1.04, 0.46233, 1.751415
1.035, 0.559986, 1.775084
1.03, 0.46233, 1.79769
1.025, 0.389088, 1.81922
1.021, 0.364674, 1.839661
1.016, 0.364674, 1.859
1.011, 0.389088, 1.877227
1.006, 0.315845, 1.894329
1.001, 0.389088, 1.910297
0.996, 0.364674, 1.925122
0.991, 0.340259, 1.938793
0.986, 0.267017, 1.951304
0.981, 0.559986, 1.962645
0.977, 0.535572, 1.972812
0.972, 0.535572, 1.981796
0.967, 0.559986, 1.989594
0.962, 0.5844, 1.9962
0.957, 0.511158, 2.001611
0.952, 0.633228, 2.005822
0.947, 0.657642, 2.008832
0.942, 0.70647, 2.010639
0.938, 0.5844, 2.011241
0.933, 0.5844, 2.010639
0.928, 0.608814, 2.008832
0.923, 0.633228, 2.005822
0.918, 0.535572, 2.001611
0.913, 0.559986, 1.9962
0.908, 0.486744, 1.989594
0.903, 0.511158, 1.981796
0.898, 0.559986, 1.972811
0.894, 0.559986, 1.962645
0.889, 0.535572, 1.951303
0.884, 0.559986, 1.938793
0.879, 0.535572, 1.925122
0.874, 0.5844, 1.910297
0.869, 0.486744, 1.894329
0.864, 0.535572, 1.877226
0.859, 0.535572, 1.859
0.854, 0.535572, 1.83966
0.85, 0.535572, 1.819219
0.845, 0.46233, 1.797689
0.84, 0.511158, 1.775083
0.835, 0.46233, 1.751415
0.83, 0.389088, 1.726698
0.825, 0.389088, 1.700948
0.82, 0.511158, 1.67418
0.815, 0.340259, 1.64641
0.811, 0.364674, 1.617656
0.806, 0.340259, 1.587934
0.801, 0.340259, 1.557262
0.796, 0.340259, 1.525658
0.791, 0.291431, 1.493143
0.786, 0.291431, 1.459735
0.781, -0.636303, 1.425454
0.776, -0.07478, 1.390322
0.771, 0.047291, 1.354359
0.767, -0.392162, 1.317587
0.762, 0.120533, 1.280027
